Repository,Branch,In-Scope(YES),LBU,POC,Remarks
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1675221684227,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1676369937728,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1677220010944,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1682571074278,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1683519385799,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1683521105608,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1683526206221,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1684722233635,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1685070776196,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1688347826423,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1689149968128,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1692156157589,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1692618073253,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1692760583936,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1694154327348,,,,
pru-ei/ei-f9q-azuread-application-selfservice,amex,,,,
pru-ei/ei-f9q-azuread-application-selfservice,azuread-application-selfservice_30,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/add-influxdb-sso,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/cc,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/crease-spa-app-for-angie-nprd,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/foundations-global-iss-contributor-permissions,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/grafana,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/multiple_owners,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/register-spa-app-with-custom-oath2-scope,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/remove_ron-test,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/sentry,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/sso,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/tektonnprd,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/test,,,,
pru-ei/ei-f9q-azuread-application-selfservice,feature/test-changes-in-plt-oracle-arcs-nprd,,,,
pru-ei/ei-f9q-azuread-application-selfservice,fix,,,,
pru-ei/ei-f9q-azuread-application-selfservice,fix1,,,,
pru-ei/ei-f9q-azuread-application-selfservice,helix_discovery,,,,
pru-ei/ei-f9q-azuread-application-selfservice,master,,,,
pru-ei/ei-f9q-azuread-application-selfservice,namitsehgal_prudential.com.sg/pru365-prod-ent.tfvars-1683529005448,,,,
pru-ei/ei-f9q-azuread-application-selfservice,namitsehgal_prudential.com.sg/pru365-prod-ent.tfvars-1684814716243,,,,
pru-ei/ei-f9q-azuread-application-selfservice,namitsehgal_prudential.com.sg/pru365-prod-ent.tfvars-1686637504970,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pavanraga1_prudential.com.sg/pru365-prod-ent.tfvars-1688704396059,,,,
pru-ei/ei-f9q-azuread-application-selfservice,plai-crm-mongodb-prod,,,,
pru-ei/ei-f9q-azuread-application-selfservice,plai-simplecrm-uat,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pravinhari.ramalu_prudential.com.sg/pru365-prod-ent.tfvars-1693371703888,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pravinhari.ramalu_prudential.com.sg/pru365-prod-ent.tfvars-1693458166417,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pravinhari.ramalu_prudential.com.sg/pru365-prod-ent.tfvars-1696828843325,,,,
pru-ei/ei-f9q-azuread-application-selfservice,proofpoint,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-new-claim,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-remove,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-rollback-claim,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-salesforce-mc-remove,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-sso-dc,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-sso-mc,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-cep-update-claims,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-remove-cep-sso,,,,
pru-ei/ei-f9q-azuread-application-selfservice,pva-salesforce-sso,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/EISGCLOUDENGINEERING-371-zendesk,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/EISGCLOUDENGINEERING-371-zendesk-roleupdate,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693215666183,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693282315253,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693292772031,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693454812615,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693467067766,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1693468519045,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1696238404912,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1696239559918,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1696560166518,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1696562068851,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1705373489734,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1705374386906,,,,
pru-ei/ei-f9q-azuread-application-selfservice,rafeekahamed_eastspring.com/pru365-prod-ent.tfvars-1706153495510,,,,
pru-ei/ei-f9q-azuread-application-selfservice,replace_owner_for_F5_2MFA,,,,
pru-ei/ei-f9q-azuread-application-selfservice,sujithkumar_eastspring.com/pru365-prod-ent.tfvars-1687507272293,,,,
pru-ei/ei-f9q-azuread-application-selfservice,sujithkumar_eastspring.com/pru365-prod-ent.tfvars-1687514766455,,,,
pru-ei/ei-f9q-azuread-application-selfservice,test_changes,,,,
pru-ei/ei-f9q-azuread-application-selfservice,test_master,,,,
pru-ei/ei-f9q-azuread-application-selfservice,test,,,,
pru-ei/ei-f9q-azuread-application-selfservice,test-plan,,,,
pru-ei/ei-f9q-azuread-application-selfservice,trigger,,,,
pru-ei/ei-f9q-azuread-application-selfservice,uniFlowOnline,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,akshayahuja_eastspring.com/repositories.tfvars-1691979901365,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,akshayahuja_eastspring.com/repositories.tfvars-1693200070477,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,akshayahuja_eastspring.com/repositories.tfvars-1694574564238,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,bugfix/Jenkins-wr,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,chandankumar_prudential.com.sg/Jenkinsfile-1703152394544,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,master,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,nwtest,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,sujithkumar_eastspring.com/repositories.tfvars-1680161460952,,,,
pru-ei/ei-f9q-rtapimconfig-repositories,sujithkumar_eastspring.com/repositories.tfvars-1696567981592,,,,
pru-ei/ei-ugh-adm,dev,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-adm,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-app,dev,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-app,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-bns,dev,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-bns,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,bugfix/ESTWCORE-339-mds7c,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,bugfix/ESTWCORE-439-MDS7C,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,bugfix/ESTWCORE-591-MDS,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,bugfix/ESTWCORE-674-msd742,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-10,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-128,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-146,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-187,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-211,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-229,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-251,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-252,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-275-mds-7a-n1,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-276-mds37391,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-334-MDS163,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-394-mds215,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-442-mds-id-mds142-id-id-id-mds142-id-id-mds741-id,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-530-MDS163_配息組成表欄位調整,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-587-fas191-t0-code,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-616-fiserv-MDS17,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-631-MDS4362,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-746-mds351_,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-779-mds78_mds79,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/ESTWCORE-866-mds1511_1512,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/SR01943769,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/SR02065038,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,feature/estwcore-128,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-mds,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,ESTWCORE-107,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,ESTWCORE-193,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,ESTWCORE-194-hera-data-display,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,ESTWCORE-561-fas229-224-431,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,FEATURE/ESTWCORE-256,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-54-fas624,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-103,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-154-fas111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-165,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-215,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-262,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-302-fas81812,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-306_fas8171_883,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-322,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-447-fas62a,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-477_fas2533,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,bugfix/ESTWCORE-544-fas8b2,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,develop,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/Core-Version-2023.04.19,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-11,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-17,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-30-sr02256726-filserv,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-35,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-49,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-53,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-55,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-62,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-74,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-75-fas-221,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-106,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-133-aml-fas51-id,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-164,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-169-FAS111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-178,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-179-fas61f-cdsc-fee,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-187,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-237_fas293,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-256,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-270-fas221,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-292-fas431-fas6561-7-9,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-308-fas2531,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-311-FA42,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-313_FAS51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-318-hera-feeder-breakdown-by-account-number,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-320-t-4-t-3,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-336,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-337-FAS652_First_Bank,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-367_fas658_M-G_NewOrderForm,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-388-fas652,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-403-fas61f-cdsc-fee-v2,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-405_Share_decimal,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-406_FAS213-FAS225,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-410-fas27-ec,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-412-fas276-fas111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-415-fas192,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-423_fas6732,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-431-fas2531,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-434-415-fas192,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-435-FAS111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-438_fas1742,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-455-fas229,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-461-fas652_fromES466,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-462-fas221-fas652,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-463-fas291,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-466-fas652,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-467-fas2531-291,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-471-fas261,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-476-164953-ec,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-482_fas1741-1743-1745,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-491-fas421,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-493-fas229_ctbcbank,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-506_fas893,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-517-fas146,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-521-FAS81811,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-526-fas171,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-561-fas229-224-431,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-587-fas191-t0-code,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-597-fas191-221-291-299,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-599-fas111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-611-fas652,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-638-fas2532-hard-coded-008,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-643-fas666,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-655-fas255,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-670-fas229-_for,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-704-m-g,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-705-fas111,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-709_antidilution,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-718-fas694,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-719-fas61f-v1,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-736-FAS652,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-748-fas51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-772_fas6732_fix,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-795,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-811-FAS51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-813-m-g_61f,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-820-fas239-FirstBank_bel_transfer,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/ESTWCORE-829_fas229_D216,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/SR02287739,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/SourceCode,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-77,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-98-102-137,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-103,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-145,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-175,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-215,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,feature/estwcore-748-fas51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-fas,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,ESTWCORE-107,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,bugfix/ESTWCORE-307,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,dev,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-37,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-106,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-128,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-257,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-258-benchmarket,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-319,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-327-dms593916_-n1,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-328-dms6571b_-n1,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-372-dms5a1,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-570-dms73d,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,feature/ESTWCORE-587-DMS-t0-code,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,hotfix/MDS-System-Title-Update-73D-Fiserv,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-dms,master,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,bugfix/ESTWCORE-285-ccc-62a,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,bugfix/ESTWCORE-583-CCC624,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,dev,Yes,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-180,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-189-aml-ccc-51_112-id,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-274-ccc-51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-329-ccc,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-346-ccc-sss-estwcore_345-fas51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-391_CCC51,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-770_antidilution,No ,EITW,??? William KH Wang ,
pru-ei/ei-ugh-ccc,feature/ESTWCORE-806-CCC51,No ,EITW,??? William KH Wang ,
